Date;Value;Volume
02.01.1990;1814.38;0
03.01.1990;1869.66;0
04.01.1990;1835.88;0
05.01.1990;1820.00;0
08.01.1990;1843.24;0
09.01.1990;1865.94;0
10.01.1990;1839.63;0
11.01.1990;1855.83;0
12.01.1990;1855.66;0
15.01.1990;1841.61;0
16.01.1990;1785.93;0
17.01.1990;1802.48;0
18.01.1990;1779.4;0
19.01.1990;1773.56;0
22.01.1990;1779.3;0
24.01.1990;1756.41;0
25.01.1990;1787.59;0
26.01.1990;1794.14;0
29.01.1990;1811.55;0
30.01.1990;1812.9;0
31.01.1990;1822.78;0
01.02.1990;1858.08;0
02.02.1990;1910.67;0
05.02.1990;1939.43;0
06.02.1990;1931.67;0
07.02.1990;1904.96;0
08.02.1990;1915.79;0
09.02.1990;1885.89;0
12.02.1990;1860.38;0
13.02.1990;1840.98;0
14.02.1990;1832.23;0
15.02.1990;1850.96;0
16.02.1990;1893.66;0
19.02.1990;1869.19;0
20.02.1990;1823.81;0
21.02.1990;1807.19;0
22.02.1990;1820.15;0
23.02.1990;1789.64;0
26.02.1990;1776.04;0
27.02.1990;1804.32;0
28.02.1990;1809.92;0
01.03.1990;1787.87;0
02.03.1990;1818.23;0
05.03.1990;1833.16;0
06.03.1990;1822.22;0
07.03.1990;1844.72;0
08.03.1990;1860.92;0
09.03.1990;1858.74;0
12.03.1990;1846.08;0
13.03.1990;1867.48;0
14.03.1990;1862.64;0
15.03.1990;1879.32;0
16.03.1990;1889.69;0
20.03.1990;1908.83;0
21.03.1990;1937.99;0
22.03.1990;1918.98;0
23.03.1990;1932.12;0
26.03.1990;1939.53;0
27.03.1990;1924.98;0
28.03.1990;1928.6;0
29.03.1990;1953.89;0
30.03.1990;1968.55;0
02.04.1990;1931.3;0
03.04.1990;1968.33;0
04.04.1990;1963.25;0
05.04.1990;1958.39;0
06.04.1990;1947.84;0
09.04.1990;1923.86;0
10.04.1990;1898.51;0
11.04.1990;1893.77;0
12.04.1990;1918.17;0
17.04.1990;1914.35;0
18.04.1990;1889.76;0
19.04.1990;1878.87;0
20.04.1990;1884.33;0
23.04.1990;1837.5;0
24.04.1990;1830.53;0
25.04.1990;1843.31;0
26.04.1990;1827.07;0
27.04.1990;1825.52;0
30.04.1990;1813.25;0
02.05.1990;1843.41;0
03.05.1990;1881.79;0
04.05.1990;1912.89;0
07.05.1990;1934.95;0
08.05.1990;1899.28;0
09.05.1990;1896.58;0
10.05.1990;1843.04;0
11.05.1990;1875.03;0
14.05.1990;1860.33;0
15.05.1990;1851.25;0
16.05.1990;1841.77;0
17.05.1990;1841.58;0
18.05.1990;1843.59;0
21.05.1990;1811.18;0
22.05.1990;1813.32;0
23.05.1990;1831.8;0
25.05.1990;1823.17;0
28.05.1990;1828.96;0
29.05.1990;1842.74;0
30.05.1990;1850.54;0
31.05.1990;1844.81;0
01.06.1990;1856.95;0
05.06.1990;1876.69;0
06.06.1990;1849.02;0
07.06.1990;1837.43;0
08.06.1990;1822.23;0
11.06.1990;1809.66;0
12.06.1990;1800.36;0
13.06.1990;1878.39;0
15.06.1990;1792.26;0
18.06.1990;1797.42;0
19.06.1990;1836.74;0
20.06.1990;1849.55;0
21.06.1990;1863.57;0
22.06.1990;1872.92;0
25.06.1990;1896.21;0
26.06.1990;1890.36;0
27.06.1990;1901.46;0
28.06.1990;1895.17;0
29.06.1990;1879.9;0
02.07.1990;1915.3;0
03.07.1990;1906.23;0
04.07.1990;1925.13;0
05.07.1990;1914.18;0
06.07.1990;1932.8;0
09.07.1990;1923.86;0
10.07.1990;1909.63;0
11.07.1990;1917.89;0
12.07.1990;1916.26;0
13.07.1990;1931.33;0
16.07.1990;1931.86;0
17.07.1990;1929.00;0
18.07.1990;1966.04;0
19.07.1990;1957.24;0
20.07.1990;1947.43;0
23.07.1990;1938.04;0
24.07.1990;1921.16;0
25.07.1990;1920.25;0
26.07.1990;1932.89;0
27.07.1990;1919.81;0
30.07.1990;1911.69;0
31.07.1990;1919.12;0
01.08.1990;1892.89;0
02.08.1990;1869.38;0
03.08.1990;1840.94;0
06.08.1990;1740.93;0
07.08.1990;1770.3;0
08.08.1990;1723.63;0
09.08.1990;1755.63;0
10.08.1990;1749.34;0
13.08.1990;1706.05;0
14.08.1990;1715.05;0
15.08.1990;1742.2;0
16.08.1990;1727.45;0
17.08.1990;1665.88;0
20.08.1990;1635.69;0
21.08.1990;1549.96;0
22.08.1990;1575.1;0
23.08.1990;1520.34;0
24.08.1990;1559.04;0
27.08.1990;1654.8;0
28.08.1990;1617.89;0
29.08.1990;1637.66;0
30.08.1990;1638.95;0
31.08.1990;1629.51;0
03.09.1990;1629.22;0
04.09.1990;1590.07;0
05.09.1990;1564.27;0
06.09.1990;1557.12;0
07.09.1990;1562.92;0
10.09.1990;1600.45;0
11.09.1990;1577.42;0
12.09.1990;1598.34;0
13.09.1990;1582.95;0
14.09.1990;1554.07;0
17.09.1990;1541.15;0
18.09.1990;1507.27;0
19.09.1990;1487.54;0
20.09.1990;1457.51;0
21.09.1990;1446.57;0
24.09.1990;1416.05;0
25.09.1990;1353.4;0
26.09.1990;1381.99;0
27.09.1990;1354.08;0
28.09.1990;1334.89;0
01.10.1990;1420.73;0
02.10.1990;1444.89;0
04.10.1990;1422.35;0
05.10.1990;1391.76;0
08.10.1990;1465.53;0
09.10.1990;1433.41;0
10.10.1990;1407.11;0
11.10.1990;1428.38;0
12.10.1990;1459.7;0
15.10.1990;1478.89;0
16.10.1990;1460.72;0
17.10.1990;1440.79;0
18.10.1990;1470.07;0
19.10.1990;1482.09;0
22.10.1990;1474.51;0
23.10.1990;1514.07;0
24.10.1990;1493.82;0
25.10.1990;1497.58;0
26.10.1990;1457.05;0
29.10.1990;1454.49;0
30.10.1990;1431.14;0
31.10.1990;1433.82;0
01.11.1990;1417.26;0
02.11.1990;1414.32;0
05.11.1990;1414.95;0
06.11.1990;1398.24;0
07.11.1990;1371.15;0
08.11.1990;1369.44;0
09.11.1990;1381.49;0
12.11.1990;1402.24;0
13.11.1990;1402.91;0
14.11.1990;1406.23;0
15.11.1990;1421.19;0
16.11.1990;1425.68;0
19.11.1990;1467.47;0
20.11.1990;1467.3;0
22.11.1990;1496.1;0
23.11.1990;1483.36;0
26.11.1990;1443.16;0
27.11.1990;1415.26;0
28.11.1990;1420.62;0
29.11.1990;1418.92;0
30.11.1990;1441.23;0
03.12.1990;1462.58;0
04.12.1990;1446.34;0
05.12.1990;1470.96;0
06.12.1990;1504.67;0
07.12.1990;1512.84;0
10.12.1990;1504.8;0
11.12.1990;1492.68;0
12.12.1990;1517.24;0
13.12.1990;1517.8;0
14.12.1990;1522.4;0
17.12.1990;1475.87;0
18.12.1990;1477.41;0
19.12.1990;1457.24;0
20.12.1990;1409.26;0
21.12.1990;1414.88;0
27.12.1990;1410.87;0
28.12.1990;1398.23;0
02.01.1991;1366.1;0
03.01.1991;1366.65;0
04.01.1991;1396.07;0
07.01.1991;1358.16;0
08.01.1991;1353.95;0
09.01.1991;1375.16;0
10.01.1991;1383.4;0
11.01.1991;1382.26;0
14.01.1991;1327.8;0
15.01.1991;1325.62;0
16.01.1991;1322.68;0
17.01.1991;1422.67;0
18.01.1991;1405.06;0
22.01.1991;1375.12;0
23.01.1991;1358.76;0
24.01.1991;1375.16;0
25.01.1991;1382.05;0
28.01.1991;1382.68;0
29.01.1991;1380.26;0
30.01.1991;1400.73;0
31.01.1991;1420.08;0
01.02.1991;1426.51;0
04.02.1991;1435.03;0
05.02.1991;1438.85;0
06.02.1991;1428.69;0
07.02.1991;1436.26;0
08.02.1991;1467.82;0
11.02.1991;1488.74;0
12.02.1991;1468.94;0
13.02.1991;1489.41;0
14.02.1991;1486.52;0
15.02.1991;1531.19;0
18.02.1991;1572.57;0
19.02.1991;1587.13;0
20.02.1991;1567.32;0
21.02.1991;1566.32;0
22.02.1991;1582.52;0
25.02.1991;1601.15;0
26.02.1991;1558.24;0
27.02.1991;1565.52;0
28.02.1991;1542.09;0
01.03.1991;1516.73;0
04.03.1991;1530.85;0
05.03.1991;1540.26;0
06.03.1991;1594.32;0
07.03.1991;1580.46;0
08.03.1991;1602.29;0
11.03.1991;1565.78;0
12.03.1991;1571.61;0
13.03.1991;1542.19;0
14.03.1991;1576.55;0
15.03.1991;1570.55;0
18.03.1991;1552.85;0
19.03.1991;1546.53;0
20.03.1991;1517.92;0
21.03.1991;1519.59;0
25.03.1991;1515.5;0
26.03.1991;1498.44;0
27.03.1991;1508.8;0
28.03.1991;1522.8;0
02.04.1991;1538.62;0
03.04.1991;1577.5;0
04.04.1991;1571.97;0
05.04.1991;1586.87;0
08.04.1991;1579.95;0
09.04.1991;1582.11;0
10.04.1991;1561.89;0
11.04.1991;1565.37;0
12.04.1991;1583.14;0
15.04.1991;1601.42;0
16.04.1991;1603.36;0
17.04.1991;1623.83;0
18.04.1991;1613.76;0
19.04.1991;1599.37;0
22.04.1991;1571.91;0
23.04.1991;1597.05;0
24.04.1991;1603.73;0
25.04.1991;1620.45;0
26.04.1991;1623.78;0
29.04.1991;1620.28;0
30.04.1991;1605.79;0
02.05.1991;1630.04;0
03.05.1991;1631.84;0
06.05.1991;1623.99;0
07.05.1991;1627.46;0
08.05.1991;1607.28;0
10.05.1991;1620.63;0
13.05.1991;1610.9;0
14.05.1991;1598.5;0
15.05.1991;1590.35;0
16.05.1991;1598.08;0
17.05.1991;1598.87;0
21.05.1991;1617.4;0
22.05.1991;1647.69;0
23.05.1991;1652.71;0
24.05.1991;1671.87;0
27.05.1991;1681.45;0
28.05.1991;1682.14;0
29.05.1991;1681.33;0
31.05.1991;1704.11;0
03.06.1991;1694.11;0
04.06.1991;1685.38;0
05.06.1991;1712.76;0
06.06.1991;1704.17;0
07.06.1991;1709.64;0
10.06.1991;1704.92;0
11.06.1991;1715.8;0
12.06.1991;1700.84;0
13.06.1991;1692.63;0
14.06.1991;1699.83;0
17.06.1991;1701.07;0
18.06.1991;1695.42;0
19.06.1991;1683.03;0
20.06.1991;1687.03;0
21.06.1991;1711.85;0
24.06.1991;1691.56;0
25.06.1991;1691.47;0
26.06.1991;1672.14;0
27.06.1991;1666.09;0
28.06.1991;1622.18;0
01.07.1991;1625.2;0
02.07.1991;1610.5;0
03.07.1991;1614.41;0
04.07.1991;1616.11;0
05.07.1991;1618.91;0
08.07.1991;1605.04;0
09.07.1991;1627.63;0
10.07.1991;1634.74;0
11.07.1991;1637.85;0
12.07.1991;1644.76;0
15.07.1991;1646.57;0
16.07.1991;1643.85;0
17.07.1991;1625.51;0
18.07.1991;1618.33;6.968.990
19.07.1991;1623.99;5.072.668
22.07.1991;1623.03;3.678.609
23.07.1991;1632.94;5.324.913
24.07.1991;1621.69;6.260.013
25.07.1991;1615.38;6.358.897
26.07.1991;1605.64;5.585.398
29.07.1991;1605.57;5.240.238
30.07.1991;1614.93;6.530.836
31.07.1991;1622.31;7.761.037
01.08.1991;1622.56;8.131.863
02.08.1991;1615.36;6.198.817
05.08.1991;1622.03;5.570.735
06.08.1991;1611.9;7.018.040
07.08.1991;1631.43;6.630.090
08.08.1991;1630.21;8.500.008
09.08.1991;1632.21;7.177.968
12.08.1991;1626.06;5.248.545
13.08.1991;1644.72;8.984.998
14.08.1991;1650.19;9.756.005
15.08.1991;1654.29;8.919.474
16.08.1991;1653.33;8.372.216
19.08.1991;1497.93;29.640
20.08.1991;1526.93;23.876
21.08.1991;1570.82;25.113
22.08.1991;1630.83;19.201
23.08.1991;1627.24;7.333
26.08.1991;1654.19;5.707.498
27.08.1991;1647.12;5.068.057
28.08.1991;1647.54;4.698.579
29.08.1991;1655.5;6.443.544
30.08.1991;1650.5;5.163.163
02.09.1991;1650.46;3.830.823
03.09.1991;1655.64;3.919.483
04.09.1991;1647.91;3.950.296
05.09.1991;1647.17;3.692.761
06.09.1991;1646.18;3.561.264
09.09.1991;1633.06;5.764.693
10.09.1991;1629.12;5.522.844
11.09.1991;1628.19;6.073.725
12.09.1991;1631.32;8.007.131
13.09.1991;1637.62;7.216.693
16.09.1991;1629.75;6.250.659
17.09.1991;1634.55;8.059.095
18.09.1991;1628.07;8.873.992
19.09.1991;1620.7;7.360.843
20.09.1991;1616.07;16.378.216
23.09.1991;1614.16;6.257.776
24.09.1991;1626.63;7.807.830
25.09.1991;1625.41;8.292.033
26.09.1991;1619.99;5.972.461
27.09.1991;1608.14;10.670
30.09.1991;1607.03;5.693.514
01.10.1991;1609.62;6.513.570
02.10.1991;1607.32;7.751.291
04.10.1991;1601.73;6.766.743
07.10.1991;1588.66;6.824.268
08.10.1991;1578.71;8.405.525
09.10.1991;1567.22;8.439.054
10.10.1991;1567.95;9.501.858
11.10.1991;1568.42;7.327.320
14.10.1991;1571.04;4.730.784
15.10.1991;1585.04;8.658.588
16.10.1991;1570.11;11.373.050
17.10.1991;1564.51;10.458.551
18.10.1991;1563.25;11.617.147
21.10.1991;1572.66;6.881.763
22.10.1991;1580.71;7.247.088
23.10.1991;1587.89;8.855.981
24.10.1991;1579.01;8.352.661
25.10.1991;1572.03;6.988.530
28.10.1991;1576.81;8.335.059
29.10.1991;1590.75;7.827.200
30.10.1991;1582.83;9.365.465
31.10.1991;1582.06;7.183.863
01.11.1991;1573.55;5.454.373
04.11.1991;1570.21;5.561.812
05.11.1991;1576.12;6.578.268
06.11.1991;1574.22;5.905.914
07.11.1991;1578.4;6.628.706
08.11.1991;1606.22;13.235.238
11.11.1991;1609.02;12.088.177
12.11.1991;1621.22;14.238.849
13.11.1991;1623.23;7.928.945
14.11.1991;1620.96;9.947.634
15.11.1991;1629.37;8.696.386
18.11.1991;1611.93;14.423.482
19.11.1991;1599.05;9.632.531
21.11.1991;1598.1;8.156.463
22.11.1991;1600.26;8.858.257
25.11.1991;1589.16;7.425.675
26.11.1991;1602.87;9.856.136
27.11.1991;1586.16;8.389.286
28.11.1991;1588.16;8.719.980
29.11.1991;1566.57;12.219.646
02.12.1991;1545.44;9.598.016
03.12.1991;1546.84;9.971.705
04.12.1991;1560.96;7.811.606
05.12.1991;1553.42;6.940.595
06.12.1991;1558.18;5.330.401
09.12.1991;1559.05;4.907.193
10.12.1991;1551.11;7.197.245
11.12.1991;1543.59;7.532.585
12.12.1991;1546.39;7.215.594
13.12.1991;1558.34;1.839.228
16.12.1991;1552.89;4.182.331
17.12.1991;1560.93;6.243.699
18.12.1991;1573.75;8.891.381
19.12.1991;1561.77;6.120.508
20.12.1991;1543.19;22.446.060
23.12.1991;1539.62;4.252.635
27.12.1991;1563.59;4.267.918
30.12.1991;1577.98;4.337.859
02.01.1992;1601.88;6.226.005
03.01.1992;1603.62;5.842.483
06.01.1992;1603.32;6.972.667
07.01.1992;1592.45;6.986.334
08.01.1992;1578.73;7.122.901
09.01.1992;1589.76;8.862.159
10.01.1992;1615.71;10.732.871
13.01.1992;1622.67;14.524.207
14.01.1992;1628.53;12.976.436
15.01.1992;1667.5;21.215.529
16.01.1992;1666.34;13.596.637
17.01.1992;1670.99;12.901.113
20.01.1992;1677.17;11.098.755
21.01.1992;1685.29;17.632.614
22.01.1992;1680.1;14.153.491
23.01.1992;1669.57;11.825.238
24.01.1992;1664.77;9.993.405
27.01.1992;1683.58;11.812.732
28.01.1992;1683.08;10.275.429
29.01.1992;1672.4;12.077.559
30.01.1992;1680.91;11.168.381
31.01.1992;1687.49;10.250.002
03.02.1992;1689.01;12.027.549
04.02.1992;1676.4;9.627.849
05.02.1992;1686.62;11.539.747
06.02.1992;1681.13;15.004.072
07.02.1992;1685.52;8.237.064
10.02.1992;1682.13;9.370.539
11.02.1992;1683.55;10.083.341
12.02.1992;1678.92;9.685.048
13.02.1992;1681.39;12.119.668
14.02.1992;1676.48;7.048.492
17.02.1992;1681.07;6.479.805
18.02.1992;1694.99;10.149.802
19.02.1992;1687.79;9.664.801
20.02.1992;1703.18;12.210.931
21.02.1992;1717.63;14.933.748
24.02.1992;1729.1;10.108.381
25.02.1992;1722.3;13.053.967
26.02.1992;1737.27;10.904.058
27.02.1992;1749.9;12.307.320
28.02.1992;1745.13;8.504.475
02.03.1992;1747.87;5.272.458
03.03.1992;1763.31;11.024.527
04.03.1992;1759.05;13.276.106
05.03.1992;1764.8;15.373.633
06.03.1992;1745.95;9.227.287
09.03.1992;1750.25;8.293.599
10.03.1992;1750.54;12.294.615
11.03.1992;1743.42;9.606.900
12.03.1992;1727.5;9.595.050
13.03.1992;1733.47;8.127.185
16.03.1992;1724.8;6.722.465
17.03.1992;1730.07;9.198.264
18.03.1992;1732.18;7.284.273
19.03.1992;1724.63;6.077.670
20.03.1992;1736.3;42.351.120
23.03.1992;1717.47;10.444.541
24.03.1992;1713.11;9.100.803
25.03.1992;1716.26;9.445.209
26.03.1992;1719.02;9.111.510
27.03.1992;1711.45;7.253.632
30.03.1992;1710.31;6.241.786
31.03.1992;1717.86;8.533.464
01.04.1992;1707.3;8.796.215
02.04.1992;1721.66;10.836.740
03.04.1992;1719.63;7.210.447
06.04.1992;1734.62;11.109.860
07.04.1992;1739.42;10.645.366
08.04.1992;1720.01;8.984.111
09.04.1992;1720.25;9.739.087
10.04.1992;1736.07;10.704.823
13.04.1992;1727.74;7.646.143
14.04.1992;1732.53;7.179.892
15.04.1992;1743.79;9.794.368
16.04.1992;1749.23;10.501.957
21.04.1992;1746.5;9.033.969
22.04.1992;1753.3;9.377.730
23.04.1992;1752.44;11.089.545
24.04.1992;1745.7;9.010.445
27.04.1992;1742.22;8.724.493
28.04.1992;1735.94;10.582.286
29.04.1992;1735.91;13.461.382
30.04.1992;1734.03;11.692.395
04.05.1992;1728.29;8.892.577
05.05.1992;1732.64;8.029.756
06.05.1992;1743.5;10.978.976
07.05.1992;1750.81;11.724.903
08.05.1992;1748.18;8.474.300
11.05.1992;1753.03;9.979.867
12.05.1992;1751.16;10.875.071
13.05.1992;1749.42;11.688.116
14.05.1992;1742.26;9.520.876
15.05.1992;1724.07;9.188.396
18.05.1992;1758.43;13.403.645
19.05.1992;1763.26;12.322.121
20.05.1992;1787.5;16.375.483
21.05.1992;1785.48;16.688.836
22.05.1992;1802.96;13.299.065
25.05.1992;1811.57;10.297.218
26.05.1992;1806.66;12.688.436
27.05.1992;1794.05;10.154.985
29.05.1992;1803.22;7.631.118
01.06.1992;1798.14;11.645.880
02.06.1992;1801.39;12.661.400
03.06.1992;1788.58;13.240.698
04.06.1992;1792.31;14.549.452
05.06.1992;1789.07;10.148.896
09.06.1992;1786.26;6.981.043
10.06.1992;1789.76;8.054.902
11.06.1992;1781.81;8.423.685
12.06.1992;1782.27;7.238.079
15.06.1992;1773.9;7.843.385
16.06.1992;1779.1;7.622.726
17.06.1992;1771.78;6.039.802
19.06.1992;1772.89;36.240.766
22.06.1992;1770.64;8.082.744
23.06.1992;1771.14;7.100.311
24.06.1992;1768.49;7.246.276
25.06.1992;1764.89;8.042.808
26.06.1992;1754.13;8.285.904
29.06.1992;1757.12;9.035.670
30.06.1992;1752.63;10.398.376
01.07.1992;1756.26;9.719.216
02.07.1992;1768.61;0
03.07.1992;1776.98;14.897.454
06.07.1992;1772.36;7.877.970
07.07.1992;1767.51;8.401.230
08.07.1992;1751.18;9.434.741
09.07.1992;1757.64;8.927.484
10.07.1992;1754.48;7.225.785
13.07.1992;1736.5;6.788.827
14.07.1992;1734.1;7.389.718
15.07.1992;1734.62;0
16.07.1992;1740.53;0
17.07.1992;1702.66;15.771.541
20.07.1992;1649.67;16.308.725
21.07.1992;1659.77;14.521.179
22.07.1992;1628.22;12.753.393
23.07.1992;1623.37;13.833.371
24.07.1992;1610.42;11.610.311
27.07.1992;1618.09;9.506.881
28.07.1992;1610.64;9.287.660
29.07.1992;1628.15;13.097.182
30.07.1992;1623.99;7.964.259
31.07.1992;1615.42;9.099.671
03.08.1992;1594.71;7.388.176
04.08.1992;1611.51;8.696.390
05.08.1992;1628.81;11.298.950
06.08.1992;1621.15;9.799.916
07.08.1992;1609.5;7.438.162
10.08.1992;1582.55;0
11.08.1992;1564.6;14.076.007
12.08.1992;1553.01;11.706.442
13.08.1992;1540.98;13.518.395
14.08.1992;1547.8;9.665.527
17.08.1992;1555.42;7.003.200
18.08.1992;1533.22;8.047.732
19.08.1992;1524.72;9.174.176
20.08.1992;1513.06;0
21.08.1992;1520.02;7.880.304
24.08.1992;1498.74;9.885.733
25.08.1992;1468.91;12.703.545
26.08.1992;1473.28;12.016.903
27.08.1992;1513.42;11.623.732
28.08.1992;1516.47;11.786.638
31.08.1992;1541.25;9.470.426
01.09.1992;1518.7;8.965.500
02.09.1992;1506.67;9.070.123
03.09.1992;1530.75;10.307.876
04.09.1992;1536.5;10.516.970
07.09.1992;1540.63;7.335.301
08.09.1992;1544.55;10.573.899
09.09.1992;1525.26;9.566.797
10.09.1992;1528.67;8.797.612
11.09.1992;1527.8;7.679.754
14.09.1992;1570.4;15.718.736
15.09.1992;1587.55;10.920.553
16.09.1992;1584.56;15.028.046
17.09.1992;1586.59;0
18.09.1992;1589.33;26.378.602
21.09.1992;1573.86;9.619.550
22.09.1992;1550.34;11.352.138
23.09.1992;1557.83;9.470.889
24.09.1992;1530.94;9.658.265
25.09.1992;1513.36;9.720.564
28.09.1992;1475.04;7.787.985
29.09.1992;1476.26;9.406.760
30.09.1992;1466.36;12.499.711
01.10.1992;1484.03;9.418.786
02.10.1992;1478.04;8.699.015
05.10.1992;1424.4;12.276.718
06.10.1992;1420.3;12.176.148
07.10.1992;1436.05;10.945.710
08.10.1992;1451.12;8.242.246
09.10.1992;1439.66;8.989.863
12.10.1992;1432.54;8.661.431
13.10.1992;1465.5;8.163.973
14.10.1992;1458.53;14.264.461
15.10.1992;1453.43;10.541.122
16.10.1992;1461.61;8.653.578
19.10.1992;1479.07;9.914.092
20.10.1992;1511.55;15.762.898
21.10.1992;1503.9;13.567.528
22.10.1992;1510.11;13.371.425
23.10.1992;1526.82;11.886.266
26.10.1992;1542.49;11.105.760
27.10.1992;1533.77;10.051.700
28.10.1992;1510.3;12.348.701
29.10.1992;1493.64;12.384.129
30.10.1992;1492.32;7.229.833
02.11.1992;1472.57;8.062.134
03.11.1992;1485.00;8.764.573
04.11.1992;1472.69;7.862.681
05.11.1992;1480.93;8.930.291
06.11.1992;1487.16;8.581.968
09.11.1992;1508.8;8.641.522
10.11.1992;1519.06;9.408.916
11.11.1992;1512.21;10.192.959
12.11.1992;1535.37;15.443.208
13.11.1992;1548.52;14.071.914
16.11.1992;1546.95;10.984.380
17.11.1992;1545.05;11.234.086
19.11.1992;1551.65;13.599.671
20.11.1992;1546.65;10.615.194
23.11.1992;1530.89;8.159.585
24.11.1992;1510.28;11.758.695
25.11.1992;1517.72;11.222.248
26.11.1992;1523.18;12.421.627
27.11.1992;1522.95;8.172.127
30.11.1992;1544.34;11.578.278
01.12.1992;1544.89;11.541.174
02.12.1992;1533.96;0
03.12.1992;1532.5;11.693.418
04.12.1992;1522.16;11.223.918
07.12.1992;1525.32;7.216.213
08.12.1992;1508.24;9.135.345
09.12.1992;1500.59;10.011.474
10.12.1992;1494.48;9.426.903
11.12.1992;1476.01;11.192.971
14.12.1992;1469.75;7.548.232
15.12.1992;1481.24;0
16.12.1992;1472.07;7.693.483
17.12.1992;1476.17;7.302.866
18.12.1992;1492.04;33.602.960
21.12.1992;1515.58;9.083.435
22.12.1992;1523.57;8.139.367
23.12.1992;1527.06;6.071.664
28.12.1992;1544.61;4.584.637
29.12.1992;1542.23;5.480.223
30.12.1992;1545.05;8.938.906
04.01.1993;1532.67;4.128.506
05.01.1993;1556.42;7.864.672
06.01.1993;1556.38;7.814.394
07.01.1993;1542.5;7.098.633
08.01.1993;1531.52;7.634.463
11.01.1993;1531.96;9.280.725
12.01.1993;1530.19;8.853.286
13.01.1993;1516.5;10.342.961
14.01.1993;1523.74;7.761.667
15.01.1993;1544.55;10.147.254
18.01.1993;1573.13;12.373.035
19.01.1993;1578.83;12.290.932
20.01.1993;1574.88;14.084.889
21.01.1993;1573.67;10.014.041
22.01.1993;1587.64;11.026.593
25.01.1993;1568.1;7.761.219
26.01.1993;1576.16;10.917.371
27.01.1993;1562.32;10.178.508
28.01.1993;1567.84;10.288.794
29.01.1993;1571.85;8.537.255
01.02.1993;1585.16;8.619.453
02.02.1993;1583.09;9.047.280
03.02.1993;1601.53;12.115.263
04.02.1993;1601.6;14.579.686
05.02.1993;1641.37;19.300.762
08.02.1993;1647.16;14.438.979
09.02.1993;1641.58;15.469.603
10.02.1993;1649.81;18.868.520
11.02.1993;1651.05;14.323.588
12.02.1993;1661.43;12.800.716
15.02.1993;1664.71;10.735.213
16.02.1993;1664.22;12.506.840
17.02.1993;1653.26;10.777.203
18.02.1993;1672.26;11.903.358
19.02.1993;1677.39;21.422.821
22.02.1993;1680.74;11.757.091
23.02.1993;1661.58;10.436.913
24.02.1993;1644.2;20.385.630
25.02.1993;1658.9;11.121.783
26.02.1993;1684.3;0
01.03.1993;1700.9;13.176.448
02.03.1993;1696.74;10.140.054
03.03.1993;1693.73;13.782.320
04.03.1993;1687.4;11.440.801
05.03.1993;1682.82;10.657.164
08.03.1993;1694.8;11.840.454
09.03.1993;1713.13;15.306.916
10.03.1993;1709.68;15.502.852
11.03.1993;1717.4;12.601.230
12.03.1993;1707.14;11.415.418
15.03.1993;1702.6;11.280.532
16.03.1993;1697.83;9.822.855
17.03.1993;1685.08;10.857.435
18.03.1993;1696.19;13.854.088
19.03.1993;1698.81;58.347.388
22.03.1993;1661.4;13.880.636
23.03.1993;1648.44;9.794.152
24.03.1993;1659.4;13.291.981
25.03.1993;1657.15;13.082.613
26.03.1993;1661.29;15.397.871
29.03.1993;1674.92;8.637.478
30.03.1993;1685.07;11.072.036
31.03.1993;1684.21;9.817.098
01.04.1993;1671.58;8.106.037
02.04.1993;1661.75;8.939.418
05.04.1993;1658.69;6.834.373
06.04.1993;1665.4;9.880.951
07.04.1993;1650.31;11.014.530
08.04.1993;1655.73;9.116.598
13.04.1993;1671.05;8.389.453
14.04.1993;1672.44;8.660.000
15.04.1993;1675.2;12.657.960
16.04.1993;1678.9;10.011.575
19.04.1993;1693.3;14.512.944
20.04.1993;1687.1;12.093.806
21.04.1993;1666.9;10.911.768
22.04.1993;1666.7;10.566.510
23.04.1993;1657.1;13.817.328
26.04.1993;1649.8;14.294.801
27.04.1993;1640.8;16.582.016
28.04.1993;1628.9;21.093.183
29.04.1993;1623.9;27.353.776
30.04.1993;1627.2;12.782.347
03.05.1993;1629.2;8.455.312
04.05.1993;1627.4;9.792.161
05.05.1993;1623.2;9.255.163
06.05.1993;1623.3;9.399.101
07.05.1993;1611.9;10.966.316
10.05.1993;1609.03;10.461.046
11.05.1993;1616.15;15.706.190
12.05.1993;1629.46;14.135.754
13.05.1993;1639.79;13.512.543
14.05.1993;1634.51;13.048.260
17.05.1993;1627.88;11.865.856
18.05.1993;1628.5;11.406.328
19.05.1993;1617.41;11.330.791
21.05.1993;1610.59;13.413.768
24.05.1993;1603.09;12.146.218
25.05.1993;1618.18;9.833.355
26.05.1993;1622.00;12.481.023
27.05.1993;1634.47;15.905.446
28.05.1993;1631.85;21.977.156
01.06.1993;1619.89;8.212.411
02.06.1993;1625.2;7.022.812
03.06.1993;1629.6;8.478.028
04.06.1993;1637.85;9.373.391
07.06.1993;1655.61;8.770.565
08.06.1993;1661.61;8.880.701
09.06.1993;1673.1;8.856.054
11.06.1993;1681.00;10.508.227
14.06.1993;1691.98;9.052.873
15.06.1993;1684.1;11.571.851
16.06.1993;1689.56;11.966.868
17.06.1993;1692.29;8.309.923
18.06.1993;1686.9;44.927.473
21.06.1993;1689.82;12.624.028
22.06.1993;1698.1;13.791.855
23.06.1993;1699.39;13.471.468
24.06.1993;1686.29;12.804.151
25.06.1993;1695.24;10.765.998
28.06.1993;1707.2;11.167.951
